device_id,customer_id,device_type,brand,model,serial_number,purchase_date,warranty_expiry,device_status
DEV01911,CUST00424,Fiber ONT,Nokia,A742,SN38774176,2025-03-01,2026-11-08,In Use
DEV01912,CUST04747,Router,Nokia,R710,SN97664051,2021-11-28,2028-06-20,In Use
DEV01913,CUST00878,WiFi Modem,TP-Link,N284,SN53635453,2024-07-10,2028-03-17,In Use
DEV01914,CUST00634,Set Top Box,Netgear,A500,SN69872589,2025-08-04,2028-07-01,In Use
DEV01915,CUST04023,Router,Airtel,X598,SN90787820,2025-04-01,2028-04-22,In Use
DEV01916,CUST01723,5G Router,Airtel,R421,SN80002179,2021-11-11,2026-08-01,Returned
DEV01917,CUST01320,WiFi Modem,TP-Link,X282,SN09268313,2023-11-03,2026-09-09,Under Repair
DEV01918,CUST04970,Router,Nokia,N455,SN61007483,2023-09-12,2028-06-01,Returned
DEV01919,CUST04916,4G Dongle,Cisco,A634,SN36300148,2021-08-15,2027-04-11,Faulty
DEV01920,CUST00997,WiFi Modem,Cisco,X630,SN64039953,2022-12-26,2028-11-02,Under Repair
DEV01921,CUST01249,WiFi Modem,Netgear,X322,SN67005981,2024-07-14,2028-08-19,In Use
DEV01922,CUST02684,WiFi Modem,D-Link,X845,SN77811924,2023-12-17,2027-01-03,In Stock
DEV01923,CUST02193,Fiber ONT,Jio,A194,SN68893347,2022-05-08,2027-08-28,Faulty
DEV01924,CUST04518,5G Router,TP-Link,R863,SN77613889,2024-08-04,2029-03-12,Returned
DEV01925,CUST03573,4G Dongle,Airtel,A356,SN42827738,2025-04-13,2027-12-28,In Stock
DEV01926,CUST01622,5G Router,TP-Link,R205,SN56811405,2023-03-30,2029-01-27,Under Repair
DEV01927,CUST04814,Fiber ONT,Huawei,A839,SN36758184,2021-12-09,2027-02-23,Returned
DEV01928,CUST03551,Set Top Box,Airtel,N935,SN33884875,2024-07-04,2026-07-04,Faulty
DEV01929,CUST00882,4G Dongle,Airtel,R304,SN75137930,2025-11-07,2027-10-07,Under Repair
DEV01930,CUST02892,Fiber ONT,Nokia,R271,SN03462912,2023-10-25,2028-02-04,In Use
DEV01931,CUST04190,Fiber ONT,Airtel,N718,SN10473577,2023-01-08,2028-01-16,Under Repair
DEV01932,CUST02886,Set Top Box,Cisco,X284,SN89078178,2023-07-20,2027-08-15,Faulty
DEV01933,CUST03518,WiFi Modem,Netgear,A174,SN92411233,2022-03-28,2027-06-05,In Stock
DEV01934,CUST03045,Fiber ONT,Huawei,N225,SN03858558,2025-11-22,2028-09-01,In Use
DEV01935,CUST02610,5G Router,Cisco,N318,SN29051035,2024-04-29,2027-02-05,Returned
DEV01936,CUST04649,Fiber ONT,D-Link,X494,SN50751098,2026-05-03,2029-01-17,Faulty
DEV01937,CUST04930,WiFi Modem,D-Link,X674,SN80972091,2021-09-03,2029-05-24,Faulty
DEV01938,CUST04980,5G Router,Nokia,R798,SN35807008,2021-07-23,2027-10-05,Returned
DEV01939,CUST02604,Fiber ONT,D-Link,A150,SN63498319,2021-10-05,2027-08-08,Returned
DEV01940,CUST04085,Router,TP-Link,R222,SN93385519,2023-02-07,2026-10-15,In Use
DEV01941,CUST03710,WiFi Modem,Netgear,R342,SN08652662,2024-12-12,2029-06-06,Under Repair
DEV01942,CUST00175,Fiber ONT,Cisco,X572,SN81854926,2026-06-22,2027-10-26,Faulty
DEV01943,CUST01074,Set Top Box,Cisco,X445,SN52120697,2026-04-04,2029-04-21,In Use
DEV01944,CUST00569,Set Top Box,Nokia,R840,SN85303032,2023-08-12,2028-02-21,Faulty
DEV01945,CUST02251,Fiber ONT,Netgear,R181,SN57216088,2023-11-05,2026-09-13,Under Repair
DEV01946,CUST02566,Set Top Box,Cisco,R405,SN31693071,2023-07-01,2026-10-28,Returned
DEV01947,CUST04042,5G Router,Nokia,N732,SN12944889,2025-12-17,2026-11-08,In Use
DEV01948,CUST00240,WiFi Modem,Cisco,X242,SN01763032,2021-10-21,2027-08-03,In Use
DEV01949,CUST02645,5G Router,Airtel,A274,SN03725798,2025-10-09,2027-03-24,In Use
DEV01950,CUST01566,5G Router,Netgear,X804,SN47041093,2023-06-21,2026-09-03,In Use
DEV01951,CUST02128,Router,Nokia,X411,SN23375283,2025-05-08,2028-06-06,In Use
DEV01952,CUST02161,Fiber ONT,Airtel,N815,SN96023857,2025-12-01,2027-06-09,In Stock
DEV01953,CUST01129,4G Dongle,Jio,X229,SN98380630,2025-06-12,2029-06-27,Faulty
DEV01954,CUST01213,4G Dongle,Airtel,R784,SN42648831,2025-08-02,2027-05-14,In Use
DEV01955,CUST04275,4G Dongle,D-Link,R777,SN60581622,2026-02-13,2028-02-23,Returned
DEV01956,CUST02299,Fiber ONT,Jio,A194,SN71125930,2025-05-21,2026-08-11,Faulty
DEV01957,CUST02427,5G Router,Nokia,N671,SN77025610,2024-08-27,2028-11-05,In Stock
DEV01958,CUST01687,5G Router,Nokia,X606,SN38471439,2021-09-26,2028-07-01,In Use
DEV01959,CUST01741,Router,D-Link,R938,SN28470495,2025-10-12,2029-04-21,Returned
DEV01960,CUST01540,Set Top Box,Nokia,N313,SN50478580,2021-12-04,2027-01-22,Under Repair
DEV01961,CUST04323,4G Dongle,Netgear,N825,SN39354518,2022-11-01,2029-05-17,Returned
DEV01962,CUST01262,4G Dongle,Nokia,A324,SN60426921,2024-02-16,2026-10-22,Faulty
DEV01963,CUST03159,Set Top Box,D-Link,R292,SN23727385,2025-01-07,2029-04-02,In Use
DEV01964,CUST02277,Set Top Box,Huawei,N990,SN50594127,2025-03-15,2028-03-24,Under Repair
DEV01965,CUST00837,WiFi Modem,Jio,X862,SN03400034,2022-09-07,2028-08-25,In Use
DEV01966,CUST01971,Router,Jio,A373,SN38895990,2024-12-30,2026-10-15,In Use
DEV01967,CUST03902,5G Router,Jio,N371,SN79014770,2022-02-06,2028-11-01,In Use
DEV01968,CUST04509,Router,Netgear,R317,SN72636566,2021-12-16,2029-05-03,In Stock
DEV01969,CUST03252,4G Dongle,Airtel,N154,SN84939883,2023-10-20,2029-01-26,Returned
DEV01970,CUST02234,Fiber ONT,Nokia,X764,SN49640278,2023-10-17,2027-04-23,Returned
DEV01971,CUST03462,WiFi Modem,TP-Link,A512,SN79553658,2022-12-03,2027-12-29,In Stock
DEV01972,CUST04867,Fiber ONT,Jio,R211,SN75686334,2024-02-25,2027-10-01,In Use
DEV01973,CUST02040,Router,D-Link,X154,SN56104584,2025-05-04,2026-09-17,In Use
DEV01974,CUST04713,Fiber ONT,D-Link,X644,SN87384190,2022-07-10,2027-06-08,In Use
DEV01975,CUST02257,WiFi Modem,Airtel,R502,SN63405604,2023-01-01,2028-11-20,In Use
DEV01976,CUST01802,5G Router,TP-Link,R310,SN55676718,2025-01-30,2029-06-15,In Stock
DEV01977,CUST01668,Fiber ONT,TP-Link,N851,SN64237321,2023-06-21,2029-01-27,In Use
DEV01978,CUST00773,WiFi Modem,Jio,N973,SN03084213,2025-08-03,2028-02-23,In Stock
DEV01979,CUST01395,Fiber ONT,Nokia,A291,SN48623429,2025-01-18,2029-05-28,Faulty
DEV01980,CUST03730,WiFi Modem,Cisco,R538,SN56060794,2026-02-04,2027-02-26,Faulty
DEV01981,CUST00171,WiFi Modem,TP-Link,X274,SN48078489,2025-01-07,2026-11-24,In Use
DEV01982,CUST04867,Fiber ONT,Jio,X600,SN79526981,2023-04-30,2028-08-27,In Stock
DEV01983,CUST03872,Router,Cisco,X680,SN09154167,2022-10-26,2029-04-16,Faulty
DEV01984,CUST01871,4G Dongle,Huawei,A893,SN46811365,2021-11-11,2027-01-22,In Use
DEV01985,CUST00820,Fiber ONT,Netgear,R602,SN51341421,2026-05-03,2027-06-23,Faulty
DEV01986,CUST04471,Fiber ONT,Jio,N473,SN66965468,2025-10-25,2027-10-04,Returned
DEV01987,CUST00112,Fiber ONT,TP-Link,N630,SN81068518,2023-11-17,2026-07-04,Under Repair
DEV01988,CUST03968,Router,TP-Link,X251,SN66623287,2022-03-19,2028-10-23,Returned
DEV01989,CUST01805,5G Router,Huawei,N609,SN10796203,2023-01-13,2027-04-02,In Use
DEV01990,CUST02002,4G Dongle,Airtel,N311,SN61564542,2024-12-20,2027-08-09,In Use
DEV01991,CUST01588,Set Top Box,Nokia,N998,SN56613188,2025-01-16,2027-01-16,Under Repair
DEV01992,CUST03681,4G Dongle,Huawei,N795,SN03925404,2022-06-05,2029-02-28,Faulty
DEV01993,CUST02714,Set Top Box,Airtel,N416,SN10247738,2023-09-19,2026-08-18,In Stock
DEV01994,CUST00337,4G Dongle,Netgear,X543,SN80467602,2025-07-17,2028-01-02,Returned
DEV01995,CUST04643,Fiber ONT,TP-Link,X108,SN41839003,2025-11-10,2026-11-27,Returned
DEV01996,CUST01206,Set Top Box,Huawei,N738,SN49567655,2025-09-07,2026-09-30,Under Repair
DEV01997,CUST01333,Fiber ONT,Jio,N166,SN37101861,2025-10-22,2026-06-30,Faulty
DEV01998,CUST00128,Set Top Box,Cisco,A389,SN89431891,2023-12-31,2027-07-23,Under Repair
DEV01999,CUST01012,Router,Jio,N105,SN61326977,2021-09-17,2029-04-07,Returned
DEV02000,CUST02886,5G Router,Cisco,X357,SN33458500,2022-06-14,2029-05-10,In Stock
